reactor_id,avg_predicted_failure_risk,max_predicted_failure_risk,predicted_failure_count,actual_failure_rate,avg_efficiency_loss,avg_time_to_fault,maintenance_hours,downtime_hours,maintenance_cost,expected_failure_cost,urgency_score,priority_score,selected_for_maintenance
A_R2,0.0658861212366034,0.7828268622827352,1460,0.0701388888888888,1.0520833333333333,205.203999609512,3,2,1000,5919.2778790327,0.004849566457943093,0.85,1
B_R3,0.1169347218133827,0.9868670567010234,1363,0.0557098765432098,0.929208462811648,303.6063657407407,3,2,1000,5815.389532192066,0.0032829254817712144,0.8166666666666667,1
A_R3,0.0364976777808866,0.5820237814296213,774,0.0420524691358024,0.6311731937784126,675.8328787773846,3,2,1000,3520.842746700929,0.0014774695960491414,0.5666666666666667,1
A_R1,0.0309903640445753,0.1462196141969056,0,0.0,0.0,0.0,3,2,1000,309.903640445753,1.0,0.5,0
B_R1,0.0289817788965503,0.784873478311267,162,0.0118827160493827,0.1782407407407407,64.75214043334724,3,2,1000,1181.0214926692065,0.015208630371716906,0.43333333333333335,0
B_R2,0.0222720437094939,0.4767581698856258,10,0.0136188271604938,0.2037990582912457,230.90973459833847,3,2,1000,1241.7157285511676,0.004312022527782085,0.33333333333333337,0
