reactor_id,avg_predicted_failure_risk,max_predicted_failure_risk,predicted_failure_count,actual_failure_rate,avg_efficiency_loss,min_time_to_fault,avg_time_to_fault
A_R1,0.02776425936212267,0.149868873391096,0,0.0,0.0,,
A_R2,0.06511321512374638,0.7248418489210364,1469,0.07013888888888889,1.0520833333333333,0.1297413793103448,588.3074515959021
A_R3,0.0371503428950523,0.5915246098846206,772,0.04205246913580247,0.6311731937784126,1.0,916.911186490961
B_R1,0.026999808214657896,0.799117433868623,167,0.011882716049382716,0.17824074074074073,1.0,267.4701960210933
B_R2,0.021743463425668134,0.4919160631603578,21,0.013618827160493827,0.20379905829124578,1.0,297.7405392890724
B_R3,0.11175927390756916,0.9834179745057168,1363,0.05570987654320988,0.9292084628116479,0.0290286730384529,328.77159926470586
