reactor_id,rows,failure_rate,avg_efficiency_loss,avg_time_to_fault,avg_vibration,avg_temp
A_R1,129600,0.04875,0.7312500544918742,284.67728395061727,1.5260247234563828,182.5604654785444
B_R1,129600,0.044814814814814814,0.672222340114497,227.1075848765432,1.5056518121630338,194.37678921308054
B_R3,129600,0.04357253086419753,0.6537038218667877,357.32827160493827,1.5085047156359204,195.8118111164653
A_R3,129600,0.03609567901234568,0.5415124165334603,437.81649305555555,1.5069052195937087,180.31416278758607
A_R2,129600,0.023132716049382718,0.34699074074074077,847.310300925926,1.5047798033363637,181.0267340766185
B_R2,129600,0.018919753086419754,0.2837960770903479,309.6558641975309,1.5052798842243584,193.70683859895104
