threshold,precision,recall,f1
0.1,0.55421532144232,0.8615599441452224,0.6745275652038107
0.2,0.9521749579428022,0.7903451027328945,0.8637453673424896
0.3,0.9936708860759493,0.7516457211250748,0.8558773424190801
0.4,0.9997115661955581,0.6914023538799122,0.8174528301886792
0.5,1.0,0.6175942549371634,0.7635960044395117
0.6,1.0,0.5024935168561739,0.6688794476898566
0.7,1.0,0.31099142230201476,0.47443700547778456
